name	Phylum	Class	Order	Family	in_uk	in_dataset	taxonium_link
Himemeridae	Euarthropoda	Insecta	Dermaptera	Himemeridae	False		
Labiduridae	Euarthropoda	Insecta	Dermaptera	Labiduridae	False		
Anisolabididae	Euarthropoda	Insecta	Dermaptera	Anisolabididae	False		
Pygidicranidae	Euarthropoda	Insecta	Dermaptera	Pygidicranidae	False		
Diplatyidae	Euarthropoda	Insecta	Dermaptera	Diplatyidae	False		
Haplodiplatyidae	Euarthropoda	Insecta	Dermaptera	Haplodiplatyidae	False		
Karschiellidae	Euarthropoda	Insecta	Dermaptera	Karschiellidae	False		
Apachyidae	Euarthropoda	Insecta	Dermaptera	Apachyidae	False		
Zorotypidae	Euarthropoda	Insecta	Zoraptera	Zorotypidae	False		
Spiralizoridae	Euarthropoda	Insecta	Zoraptera	Spiralizoridae	False		
Coenagrionidae	Euarthropoda	Insecta	Odonata	Coenagrionidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCoenagrionidae%2FCoenagrionidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCoenagrionidae%2Fcoenagrionidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Platycnemididae	Euarthropoda	Insecta	Odonata	Platycnemididae	False		
Isosticidae	Euarthropoda	Insecta	Odonata	Isosticidae	False		
Calopterygidae	Euarthropoda	Insecta	Odonata	Calopterygidae	False		
Chlorocyphidae	Euarthropoda	Insecta	Odonata	Chlorocyphidae	False		
Megapodagrionidae	Euarthropoda	Insecta	Odonata	Megapodagrionidae	False		
Argiolestidae	Euarthropoda	Insecta	Odonata	Argiolestidae	False		
Philogangidae	Euarthropoda	Insecta	Odonata	Philogangidae	False		
Philosinidae	Euarthropoda	Insecta	Odonata	Philosinidae	False		
Rhipidolestidae	Euarthropoda	Insecta	Odonata	Rhipidolestidae	False		
Thaumatoneuridae	Euarthropoda	Insecta	Odonata	Thaumatoneuridae	False		
Amphipterygidae	Euarthropoda	Insecta	Odonata	Amphipterygidae	False		
Devadattidae	Euarthropoda	Insecta	Odonata	Devadattidae	False		
Euphaeidae	Euarthropoda	Insecta	Odonata	Euphaeidae	False		
Lestoideidae	Euarthropoda	Insecta	Odonata	Lestoideidae	False		
Pseudolestidae	Euarthropoda	Insecta	Odonata	Pseudolestidae	False		
Amanipodagrionidae	Euarthropoda	Insecta	Odonata	Amanipodagrionidae	False		
Mesopodagrionidae	Euarthropoda	Insecta	Odonata	Mesopodagrionidae	False		
Hypolestidae	Euarthropoda	Insecta	Odonata	Hypolestidae	False		
Dicteriadidae	Euarthropoda	Insecta	Odonata	Dicteriadidae	False		
Mesagrionidae	Euarthropoda	Insecta	Odonata	Mesagrionidae	False		
Polythoridae	Euarthropoda	Insecta	Odonata	Polythoridae	False		
Hetarogrionidae	Euarthropoda	Insecta	Odonata	Hetarogrionidae	False		
Protolestidae	Euarthropoda	Insecta	Odonata	Protolestidae	False		
Pentaphlebiidae	Euarthropoda	Insecta	Odonata	Pentaphlebiidae	False		
Tatocnemididae	Euarthropoda	Insecta	Odonata	Tatocnemididae	False		
Philogeniidae	Euarthropoda	Insecta	Odonata	Philogeniidae	False		
Priscagrionidae	Euarthropoda	Insecta	Odonata	Priscagrionidae	False		
Platysticidae	Euarthropoda	Insecta	Odonata	Platysticidae	False		
Lestidae	Euarthropoda	Insecta	Odonata	Lestidae	False		
Synlestidae	Euarthropoda	Insecta	Odonata	Synlestidae	False		
Perilestidae	Euarthropoda	Insecta	Odonata	Perilestidae	False		
Hemiphlebiidae	Euarthropoda	Insecta	Odonata	Hemiphlebiidae	False		
Libellulidae	Euarthropoda	Insecta	Odonata	Libellulidae	False		
Corduliidae	Euarthropoda	Insecta	Odonata	Corduliidae	False		
Macromiidae	Euarthropoda	Insecta	Odonata	Macromiidae	False		
Synthemistidae	Euarthropoda	Insecta	Odonata	Synthemistidae	False		
Cordulegastridae	Euarthropoda	Insecta	Odonata	Cordulegastridae	False		
Neopetaliidae	Euarthropoda	Insecta	Odonata	Neopetaliidae	False		
Chlorogomphidae	Euarthropoda	Insecta	Odonata	Chlorogomphidae	False		
Petaluridae	Euarthropoda	Insecta	Odonata	Petaluridae	False		
Gomphidae	Euarthropoda	Insecta	Odonata	Gomphidae	False		
Aeshnidae	Euarthropoda	Insecta	Odonata	Aeshnidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAeshnidae%2FAeshnidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAeshnidae%2Faeshnidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Austropetaliidae	Euarthropoda	Insecta	Odonata	Austropetaliidae	False		
Epiophlebiidae	Euarthropoda	Insecta	Odonata	Epiophlebiidae	False		
Leptohyphidae	Euarthropoda	Insecta	Ephemeroptera	Leptohyphidae	False		
Coryphoridae	Euarthropoda	Insecta	Ephemeroptera	Coryphoridae	False		
Diceromyzidae	Euarthropoda	Insecta	Ephemeroptera	Diceromyzidae	False		
Tricorythidae	Euarthropoda	Insecta	Ephemeroptera	Tricorythidae	False		
Machadorythidae	Euarthropoda	Insecta	Ephemeroptera	Machadorythidae	False		
Ephemerythidae	Euarthropoda	Insecta	Ephemeroptera	Ephemerythidae	False		
Teloganodidae	Euarthropoda	Insecta	Ephemeroptera	Teloganodidae	False		
Melanemerellidae	Euarthropoda	Insecta	Ephemeroptera	Melanemerellidae	False		
Ephemerellidae	Euarthropoda	Insecta	Ephemeroptera	Ephemerellidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEphemerellidae%2FEphemerellidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEphemerellidae%2Fephemerellidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Austremerellidae	Euarthropoda	Insecta	Ephemeroptera	Austremerellidae	False		
Vietnamellidae	Euarthropoda	Insecta	Ephemeroptera	Vietnamellidae	False		
Ephemeridae	Euarthropoda	Insecta	Ephemeroptera	Ephemeridae	False		
Palingeniidae	Euarthropoda	Insecta	Ephemeroptera	Palingeniidae	False		
Ichthyobotidae	Euarthropoda	Insecta	Ephemeroptera	Ichthyobotidae	False		
Euthyplociidae	Euarthropoda	Insecta	Ephemeroptera	Euthyplociidae	False		
Behningiidae	Euarthropoda	Insecta	Ephemeroptera	Behningiidae	False		
Polymitarcyidae	Euarthropoda	Insecta	Ephemeroptera	Polymitarcyidae	False		
Potamanthidae	Euarthropoda	Insecta	Ephemeroptera	Potamanthidae	False		
Neoephemeridae	Euarthropoda	Insecta	Ephemeroptera	Neoephemeridae	False		
Caenidae	Euarthropoda	Insecta	Ephemeroptera	Caenidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCaenidae%2FCaenidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCaenidae%2Fcaenidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Chromarcyidae	Euarthropoda	Insecta	Ephemeroptera	Chromarcyidae	False		
Oligoneuriidae	Euarthropoda	Insecta	Ephemeroptera	Oligoneuriidae	False		
Leptophlebiidae	Euarthropoda	Insecta	Ephemeroptera	Leptophlebiidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLeptophlebiidae%2FLeptophlebiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLeptophlebiidae%2Fleptophlebiidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Coloburiscidae	Euarthropoda	Insecta	Ephemeroptera	Coloburiscidae	False		
Rallidentidae	Euarthropoda	Insecta	Ephemeroptera	Rallidentidae	False		
Siphlaenigmatidae	Euarthropoda	Insecta	Ephemeroptera	Siphlaenigmatidae	False		
Dipteromimidae	Euarthropoda	Insecta	Ephemeroptera	Dipteromimidae	False		
Oniscigastridae	Euarthropoda	Insecta	Ephemeroptera	Oniscigastridae	False		
Ameletopsidae	Euarthropoda	Insecta	Ephemeroptera	Ameletopsidae	False		
Siphlonuridae	Euarthropoda	Insecta	Ephemeroptera	Siphlonuridae	False		
Ameletidae	Euarthropoda	Insecta	Ephemeroptera	Ameletidae	False		
Nesameletidae	Euarthropoda	Insecta	Ephemeroptera	Nesameletidae	False		
Isonychiidae	Euarthropoda	Insecta	Ephemeroptera	Isonychiidae	False		
Heptageniidae	Euarthropoda	Insecta	Ephemeroptera	Heptageniidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeptageniidae%2FHeptageniidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeptageniidae%2Fheptageniidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Ametropodidae	Euarthropoda	Insecta	Ephemeroptera	Ametropodidae	False		
Acanthometropodidae	Euarthropoda	Insecta	Ephemeroptera	Acanthometropodidae	False		
Metropodidae	Euarthropoda	Insecta	Ephemeroptera	Metropodidae	False		
Prosopistomatidae	Euarthropoda	Insecta	Ephemeroptera	Prosopistomatidae	False		
Baetiscidae	Euarthropoda	Insecta	Ephemeroptera	Baetiscidae	False		
Baetidae	Euarthropoda	Insecta	Ephemeroptera	Baetidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBaetidae%2FBaetidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBaetidae%2Fbaetidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Siphluriscidae	Euarthropoda	Insecta	Ephemeroptera	Siphluriscidae	False		
Lepismatidae	Euarthropoda	Insecta	Zygentoma	Lepismatidae	False		
Maindroniidae	Euarthropoda	Insecta	Zygentoma	Maindroniidae	False		
Nicoletiidae	Euarthropoda	Insecta	Zygentoma	Nicoletiidae	False		
Protrinemuridae	Euarthropoda	Insecta	Zygentoma	Protrinemuridae	False		
Lepidotrichidae	Euarthropoda	Insecta	Zygentoma	Lepidotrichidae	False		
Tricholepidiidae	Euarthropoda	Insecta	Zygentoma	Tricholepidiidae	False		
Machilidae	Euarthropoda	Insecta	Archaeognatha	Machilidae	False		
Meinertellidae	Euarthropoda	Insecta	Archaeognatha	Meinertellidae	False		
Japygidae	Euarthropoda	Insecta	Diplura	Japygidae	False		
Evallijapygidae	Euarthropoda	Insecta	Diplura	Evallijapygidae	False		
Heterojapygidae	Euarthropoda	Insecta	Diplura	Heterojapygidae	False		
Dinjapygidae	Euarthropoda	Insecta	Diplura	Dinjapygidae	False		
Parajapygidae	Euarthropoda	Insecta	Diplura	Parajapygidae	False		
Projapygidae	Euarthropoda	Insecta	Diplura	Projapygidae	False		
Octostigmatidae	Euarthropoda	Insecta	Diplura	Octostigmatidae	False		
Anajapygidae	Euarthropoda	Insecta	Diplura	Anajapygidae	False		
Campodeidae	Euarthropoda	Insecta	Diplura	Campodeidae	False		
Procampodeidae	Euarthropoda	Insecta	Diplura	Procampodeidae	False		
Neanuridae	Euarthropoda	Insecta	Collembola	Neanuridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNeanuridae%2FNeanuridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNeanuridae%2Fneanuridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Poduridae	Euarthropoda	Insecta	Collembola	Poduridae	False		
Brachystomellidae	Euarthropoda	Insecta	Collembola	Brachystomellidae	False		
Hypogastruridae	Euarthropoda	Insecta	Collembola	Hypogastruridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHypogastruridae%2FHypogastruridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHypogastruridae%2Fhypogastruridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Paleotullbergiidae	Euarthropoda	Insecta	Collembola	Paleotullbergiidae	False		
Onychiuridae	Euarthropoda	Insecta	Collembola	Onychiuridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOnychiuridae%2FOnychiuridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOnychiuridae%2Fonychiuridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Galgastruridae	Euarthropoda	Insecta	Collembola	Galgastruridae	False		
Tullbergiidae	Euarthropoda	Insecta	Collembola	Tullbergiidae	False		
Isogastruridae	Euarthropoda	Insecta	Collembola	Isogastruridae	False		
Pachytullbergiidae	Euarthropoda	Insecta	Collembola	Pachytullbergiidae	False		
Odontellidae	Euarthropoda	Insecta	Collembola	Odontellidae	False		
Neelidae	Euarthropoda	Insecta	Collembola	Neelidae	False		
Bourletiellidae	Euarthropoda	Insecta	Collembola	Bourletiellidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBourletiellidae%2FBourletiellidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBourletiellidae%2Fbourletiellidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sminthuridae	Euarthropoda	Insecta	Collembola	Sminthuridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSminthuridae%2FSminthuridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSminthuridae%2Fsminthuridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Dicyrtomidae	Euarthropoda	Insecta	Collembola	Dicyrtomidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDicyrtomidae%2FDicyrtomidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDicyrtomidae%2Fdicyrtomidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sminthurididae	Euarthropoda	Insecta	Collembola	Sminthurididae	True		
Arrhopalitidae	Euarthropoda	Insecta	Collembola	Arrhopalitidae	False		
Katiannidae	Euarthropoda	Insecta	Collembola	Katiannidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FKatiannidae%2FKatiannidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FKatiannidae%2Fkatiannidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Spinothecidae	Euarthropoda	Insecta	Collembola	Spinothecidae	False		
Collophoridae	Euarthropoda	Insecta	Collembola	Collophoridae	False		
Sturmiidae	Euarthropoda	Insecta	Collembola	Sturmiidae	False		
Entomobryidae	Euarthropoda	Insecta	Collembola	Entomobryidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEntomobryidae%2FEntomobryidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEntomobryidae%2Fentomobryidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Paronellidae	Euarthropoda	Insecta	Collembola	Paronellidae	False		
Orchesellidae	Euarthropoda	Insecta	Collembola	Orchesellidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOrchesellidae%2FOrchesellidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOrchesellidae%2Forchesellidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Microfalculidae	Euarthropoda	Insecta	Collembola	Microfalculidae	False		
Isotomidae	Euarthropoda	Insecta	Collembola	Isotomidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FIsotomidae%2FIsotomidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FIsotomidae%2Fisotomidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Actaleidae	Euarthropoda	Insecta	Collembola	Actaleidae	False		
Tomoceridae	Euarthropoda	Insecta	Collembola	Tomoceridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FTomoceridae%2FTomoceridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FTomoceridae%2Ftomoceridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Oncopoduridae	Euarthropoda	Insecta	Collembola	Oncopoduridae	False		
Coenaletidae	Euarthropoda	Insecta	Collembola	Coenaletidae	False		
Hesperentomidae	Euarthropoda	Insecta	Protura	Hesperentomidae	False		
Protentomidae	Euarthropoda	Insecta	Protura	Protentomidae	False		
Acerentomidae	Euarthropoda	Insecta	Protura	Acerentomidae	False		
Fujientomidae	Euarthropoda	Insecta	Protura	Fujientomidae	False		
Sinentomidae	Euarthropoda	Insecta	Protura	Sinentomidae	False		
Antelientomidae	Euarthropoda	Insecta	Protura	Antelientomidae	False		
Eosentomidae	Euarthropoda	Insecta	Protura	Eosentomidae	False		
Pleomothridae	Euarthropoda	Remipedia	Nectiopoda	Pleomothridae	False		
Speleonectidae	Euarthropoda	Remipedia	Nectiopoda	Speleonectidae	False		
Morlockiidae	Euarthropoda	Remipedia	Nectiopoda	Morlockiidae	False		
Xibalbanidae	Euarthropoda	Remipedia	Nectiopoda	Xibalbanidae	False		
Cryptocorynetidae	Euarthropoda	Remipedia	Nectiopoda	Cryptocorynetidae	False		
Kumongidae	Euarthropoda	Remipedia	Nectiopoda	Kumongidae	False		
Godzillidae	Euarthropoda	Remipedia	Nectiopoda	Godzillidae	False		
Micropacteridae	Euarthropoda	Remipedia	Nectiopoda	Micropacteridae	False		
Xarifiidae	Euarthropoda	Copepoda	Cyclopoida	Xarifiidae	False		
Entobiidae	Euarthropoda	Copepoda	Cyclopoida	Entobiidae	False		
Nereicolidae	Euarthropoda	Copepoda	Cyclopoida	Nereicolidae	False		
Paralubbockiidae	Euarthropoda	Copepoda	Cyclopoida	Paralubbockiidae	False		
Anchimolgidae	Euarthropoda	Copepoda	Cyclopoida	Anchimolgidae	False		
Rhynchomolgidae	Euarthropoda	Copepoda	Cyclopoida	Rhynchomolgidae	False		
Sabelliphiliidae	Euarthropoda	Copepoda	Cyclopoida	Sabelliphiliidae	False		
Strepidae	Euarthropoda	Copepoda	Cyclopoida	Strepidae	False		
Sapphirinidae	Euarthropoda	Copepoda	Cyclopoida	Sapphirinidae	False		
Corycaeidae	Euarthropoda	Copepoda	Cyclopoida	Corycaeidae	False		
Lichomolgidae	Euarthropoda	Copepoda	Cyclopoida	Lichomolgidae	False		
Vahiniidae	Euarthropoda	Copepoda	Cyclopoida	Vahiniidae	False		
Chondrocanthidae	Euarthropoda	Copepoda	Cyclopoida	Chondrocanthidae	False		
Polyankyliidae	Euarthropoda	Copepoda	Cyclopoida	Polyankyliidae	False		
Philoblennidae	Euarthropoda	Copepoda	Cyclopoida	Philoblennidae	False		
Synapticolidae	Euarthropoda	Copepoda	Cyclopoida	Synapticolidae	False		
Pseudanthessiidae	Euarthropoda	Copepoda	Cyclopoida	Pseudanthessiidae	False		
Kelleriidae	Euarthropoda	Copepoda	Cyclopoida	Kelleriidae	False		
Urocopiidae	Euarthropoda	Copepoda	Cyclopoida	Urocopiidae	False		
Macrochironidae	Euarthropoda	Copepoda	Cyclopoida	Macrochironidae	False		
Myicolidae	Euarthropoda	Copepoda	Cyclopoida	Myicolidae	False		
Iveidae	Euarthropoda	Copepoda	Cyclopoida	Iveidae	False		
Bomolochidae	Euarthropoda	Copepoda	Cyclopoida	Bomolochidae	False		
Taenicanthidae	Euarthropoda	Copepoda	Cyclopoida	Taenicanthidae	False		
Intramolgidae	Euarthropoda	Copepoda	Cyclopoida	Intramolgidae	False		
Telsidae	Euarthropoda	Copepoda	Cyclopoida	Telsidae	False		
Makrostrotidae	Euarthropoda	Copepoda	Cyclopoida	Makrostrotidae	False		
Clausidiidae	Euarthropoda	Copepoda	Cyclopoida	Clausidiidae	False		
Synaptiphilidae	Euarthropoda	Copepoda	Cyclopoida	Synaptiphilidae	False		
Oncaeidae	Euarthropoda	Copepoda	Cyclopoida	Oncaeidae	False		
Lubbockiidae	Euarthropoda	Copepoda	Cyclopoida	Lubbockiidae	False		
Erebonasteridae	Euarthropoda	Copepoda	Cyclopoida	Erebonasteridae	False		
Anomoclausiidae	Euarthropoda	Copepoda	Cyclopoida	Anomoclausiidae	False		
Anthessiidae	Euarthropoda	Copepoda	Cyclopoida	Anthessiidae	False		
Spiophanicolidae	Euarthropoda	Copepoda	Cyclopoida	Spiophanicolidae	False		
Splanchnotrophidae	Euarthropoda	Copepoda	Cyclopoida	Splanchnotrophidae	False		
Octopicolidae	Euarthropoda	Copepoda	Cyclopoida	Octopicolidae	False		
Thamnomolgidae	Euarthropoda	Copepoda	Cyclopoida	Thamnomolgidae	False		
Ergasilidae	Euarthropoda	Copepoda	Cyclopoida	Ergasilidae	False		
Mytilicolidae	Euarthropoda	Copepoda	Cyclopoida	Mytilicolidae	False		
Herpyllobiidae	Euarthropoda	Copepoda	Cyclopoida	Herpyllobiidae	False		
Xenocoelomatidae	Euarthropoda	Copepoda	Cyclopoida	Xenocoelomatidae	False		
Bradophilidae	Euarthropoda	Copepoda	Cyclopoida	Bradophilidae	False		
Chitonophilidae	Euarthropoda	Copepoda	Cyclopoida	Chitonophilidae	False		
Saccopsidae	Euarthropoda	Copepoda	Cyclopoida	Saccopsidae	False		
Micrallectidae	Euarthropoda	Copepoda	Cyclopoida	Micrallectidae	False		
Mesoglicolidae	Euarthropoda	Copepoda	Cyclopoida	Mesoglicolidae	False		
Phyllodiocolidae	Euarthropoda	Copepoda	Cyclopoida	Phyllodiocolidae	False		
Pionodesmotidae	Euarthropoda	Copepoda	Cyclopoida	Pionodesmotidae	False		
Ventriculinidae	Euarthropoda	Copepoda	Cyclopoida	Ventriculinidae	False		
Antheacheridae	Euarthropoda	Copepoda	Cyclopoida	Antheacheridae	False		
Lamippidae	Euarthropoda	Copepoda	Cyclopoida	Lamippidae	False		
Corallovexiidae	Euarthropoda	Copepoda	Cyclopoida	Corallovexiidae	False		
Jasmineiricolidae	Euarthropoda	Copepoda	Cyclopoida	Jasmineiricolidae	False		
Eunicicolidae	Euarthropoda	Copepoda	Cyclopoida	Eunicicolidae	False		
Shiinoidae	Euarthropoda	Copepoda	Cyclopoida	Shiinoidae	False		
Echiurophilidae	Euarthropoda	Copepoda	Cyclopoida	Echiurophilidae	False		
Catiniidae	Euarthropoda	Copepoda	Cyclopoida	Catiniidae	False		
Philichthyidae	Euarthropoda	Copepoda	Cyclopoida	Philichthyidae	False		
Abrsiidae	Euarthropoda	Copepoda	Cyclopoida	Abrsiidae	False		
Choreftriidae	Euarthropoda	Copepoda	Cyclopoida	Choreftriidae	False		
Gadilicolidae	Euarthropoda	Copepoda	Cyclopoida	Gadilicolidae	False		
