name	Phylum	Class	Order	Family	in_uk	in_dataset	taxonium_link
Proctotrupidae	Euarthropoda	Insecta	Hymenoptera	Proctotrupidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FProctotrupidae%2FProctotrupidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FProctotrupidae%2Fproctotrupidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Vanhornidae	Euarthropoda	Insecta	Hymenoptera	Vanhornidae	False		
Heloridae	Euarthropoda	Insecta	Hymenoptera	Heloridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeloridae%2FHeloridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeloridae%2Fheloridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Pelecinidae	Euarthropoda	Insecta	Hymenoptera	Pelecinidae	False		
Nixoniidae	Euarthropoda	Insecta	Hymenoptera	Nixoniidae	False		
Janzenellidae	Euarthropoda	Insecta	Hymenoptera	Janzenellidae	False		
Neuroscelionidae	Euarthropoda	Insecta	Hymenoptera	Neuroscelionidae	False		
Platygastridae	Euarthropoda	Insecta	Hymenoptera	Platygastridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPlatygastridae%2FPlatygastridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPlatygastridae%2Fplatygastridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sparasionidae	Euarthropoda	Insecta	Hymenoptera	Sparasionidae	False		
Scelionidae	Euarthropoda	Insecta	Hymenoptera	Scelionidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScelionidae%2FScelionidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScelionidae%2Fscelionidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Liopteridae	Euarthropoda	Insecta	Hymenoptera	Liopteridae	False		
Ibaliidae	Euarthropoda	Insecta	Hymenoptera	Ibaliidae	False		
Figitidae	Euarthropoda	Insecta	Hymenoptera	Figitidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FFigitidae%2FFigitidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FFigitidae%2Ffigitidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Cynipidae	Euarthropoda	Insecta	Hymenoptera	Cynipidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCynipidae%2FCynipidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCynipidae%2Fcynipidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Colletidae	Euarthropoda	Insecta	Hymenoptera	Colletidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FColletidae%2FColletidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FColletidae%2Fcolletidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Stenotritidae	Euarthropoda	Insecta	Hymenoptera	Stenotritidae	False		
Halictidae	Euarthropoda	Insecta	Hymenoptera	Halictidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHalictidae%2FHalictidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHalictidae%2Fhalictidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Andrenidae	Euarthropoda	Insecta	Hymenoptera	Andrenidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAndrenidae%2FAndrenidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAndrenidae%2Fandrenidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Apidae	Euarthropoda	Insecta	Hymenoptera	Apidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FApidae%2FApidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FApidae%2Fapidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Megachilidae	Euarthropoda	Insecta	Hymenoptera	Megachilidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMegachilidae%2FMegachilidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMegachilidae%2Fmegachilidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Melittidae	Euarthropoda	Insecta	Hymenoptera	Melittidae	False		
Ammoplanidae	Euarthropoda	Insecta	Hymenoptera	Ammoplanidae	False		
Psenidae	Euarthropoda	Insecta	Hymenoptera	Psenidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPsenidae%2FPsenidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPsenidae%2Fpsenidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Philanthidae	Euarthropoda	Insecta	Hymenoptera	Philanthidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPhilanthidae%2FPhilanthidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPhilanthidae%2Fphilanthidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Pamphredonidae	Euarthropoda	Insecta	Hymenoptera	Pamphredonidae	False		
Bembicidae	Euarthropoda	Insecta	Hymenoptera	Bembicidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBembicidae%2FBembicidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBembicidae%2Fbembicidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Astatidae	Euarthropoda	Insecta	Hymenoptera	Astatidae	False		
Sphecidae	Euarthropoda	Insecta	Hymenoptera	Sphecidae	False		
Crabronidae	Euarthropoda	Insecta	Hymenoptera	Crabronidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCrabronidae%2FCrabronidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCrabronidae%2Fcrabronidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
